rare_species_id,eol_content_id,eol_page_id,phylum,family,file_path,family_encoded,phylum_encoded,file_type,animal_prob,not_animal_prob,IsAnimal?
6566148f-ba2c-4166-bbfa-c46eee2d12c8,8751086,332461,chordata,salamandridae,chordata_salamandridae/8751086_332461_eol-full-size-copy.jpg,163,1,.jpg,0.6714162826538086,0.3285837173461914,1
e0f574a1-c702-4353-94e3-02867fba15ed,28493948,816079,chordata,anguidae,chordata_anguidae/28493948_816079_eol-full-size-copy.jpg,11,1,.jpg,0.8352598547935486,0.16474021971225739,1
a5b043d7-b12f-48bd-98db-01b4ac21a333,29265033,792821,chordata,lacertidae,chordata_lacertidae/29265033_792821_eol-full-size-copy.jpg,102,1,.jpg,0.674258291721344,0.325741708278656,1
4ec43a2d-9822-4074-9932-203c4c75e516,28678942,453292,chordata,dactyloidae,chordata_dactyloidae/28678942_453292_eol-full-size-copy.jpg,60,1,.jpg,0.7669999599456787,0.2330000102519989,1
418ce424-c809-4358-ad73-3137fc77ba7a,22922996,331481,chordata,plethodontidae,chordata_plethodontidae/22922996_331481_eol-full-size-copy.jpg,142,1,.jpg,0.5619717836380005,0.4380281865596771,1
0f9a7fcb-5de4-458e-9da9-3765334fb263,29431450,1057051,chordata,viperidae,chordata_viperidae/29431450_1057051_eol-full-size-copy.jpg,198,1,.jpg,0.7701583504676819,0.22984161972999573,1
7675ead5-720f-4599-b865-5ae81c9f64c4,29599787,46559713,chordata,hemiscylliidae,chordata_hemiscylliidae/29599787_46559713_eol-full-size-copy.jpg,93,1,.jpg,0.837712824344635,0.16228719055652618,1
7db86faf-a5d5-4ae5-924b-3ce4b4226864,21943398,46560310,chordata,somniosidae,chordata_somniosidae/21943398_46560310_eol-full-size-copy.jpg,172,1,.jpg,0.7340588569641113,0.26594117283821106,1
29d9ea2f-5d35-47f7-ae07-83f3fa02a029,14081301,45518003,chordata,psittaculidae,chordata_psittaculidae/14081301_45518003_eol-full-size-copy.jpg,153,1,.jpg,0.6544972062110901,0.3455028533935547,1
dfebd3ae-afd8-468c-b3c5-1c88350d501a,22951760,331513,chordata,salamandridae,chordata_salamandridae/22951760_331513_eol-full-size-copy.jpg,163,1,.jpg,0.7420955300331116,0.2579044997692108,1
f855e03a-44eb-46b9-a759-c5925c32155e,28929654,1049466,chordata,procellariidae,chordata_procellariidae/28929654_1049466_eol-full-size-copy.jpg,150,1,.jpg,0.761962890625,0.238037109375,1
2a06721d-d9f7-4f90-b02c-175d910493df,21866403,46580005,chordata,sparidae,chordata_sparidae/21866403_46580005_eol-full-size-copy.jpg,174,1,.jpg,0.6292545795440674,0.3707454204559326,1
41ae5862-8987-40a2-9a75-b1e5198bdeb0,20071628,46559814,chordata,carcharhinidae,chordata_carcharhinidae/20071628_46559814_eol-full-size-copy.jpg,33,1,.jpg,0.34005916118621826,0.6599408388137817,0
e1512ee8-e8d9-4343-adde-26ef8851c008,28676509,1057160,chordata,dactyloidae,chordata_dactyloidae/28676509_1057160_eol-full-size-copy.jpg,60,1,.jpg,0.8147355318069458,0.1852644830942154,1
2b14f1e2-68f4-4a65-abc4-bb2c4f88e19b,20208330,46560546,chordata,rajidae,chordata_rajidae/20208330_46560546_eol-full-size-copy.jpg,155,1,.jpg,0.604050874710083,0.3959490954875946,1
33a79454-9825-4157-b7c6-ae547bd4c3d3,9474900,46559139,chordata,mustelidae,chordata_mustelidae/9474900_46559139_eol-full-size-copy.jpg,121,1,.jpg,0.4489962160587311,0.5510037541389465,0
3c9fca3a-6b3e-4bb8-9c03-bd0bee2fe566,21976201,332433,chordata,bufonidae,chordata_bufonidae/21976201_332433_eol-full-size-copy.jpg,26,1,.jpg,0.7784082293510437,0.2215917408466339,1
636ee393-284d-458b-ba01-6519c239dc8c,20339452,46559787,chordata,carcharhinidae,chordata_carcharhinidae/20339452_46559787_eol-full-size-copy.jpg,33,1,.jpg,0.6600756645202637,0.33992433547973633,1
e3046978-a3e4-44f9-ba78-c91e790de41f,28261344,45276299,cnidaria,acroporidae,cnidaria_acroporidae/28261344_45276299_eol-full-size-copy.jpg,2,2,.jpg,0.4695373773574829,0.5304626226425171,0
0ee3c425-ad77-41d9-8f3a-fe43b4265fa0,22140491,311432,chordata,cercopithecidae,chordata_cercopithecidae/22140491_311432_eol-full-size-copy.jpg,38,1,.jpg,0.9023130536079407,0.09768690168857574,1
25b1695f-4a15-4671-ba6b-5f62c1a6b209,22930586,1227079,chordata,bucerotidae,chordata_bucerotidae/22930586_1227079_eol-full-size-copy.jpg,25,1,.jpg,0.7060922980308533,0.2939077317714691,1
596d0816-e63a-4d4b-89c2-82e9a76618a7,28934470,1038782,chordata,bovidae,chordata_bovidae/28934470_1038782_eol-full-size-copy.jpg,23,1,.jpg,0.8862572908401489,0.11374273151159286,1
21ff7e88-f46d-40b0-a14c-7f3ecf4f2dc6,29716089,45509132,chordata,rallidae,chordata_rallidae/29716089_45509132_eol-full-size-copy.jpg,156,1,.jpg,0.8380926251411438,0.1619074046611786,1
ae50e1fa-c40f-4ea3-b197-2e87ae2506c8,28508502,323914,chordata,atelidae,chordata_atelidae/28508502_323914_eol-full-size-copy.jpg,16,1,.jpg,0.8055535554885864,0.1944463700056076,1
b9537f5a-216a-403f-91af-cd1cc730be8e,20969379,793083,chordata,geoemydidae,chordata_geoemydidae/20969379_793083_eol-full-size-copy.jpg,84,1,.jpg,0.3255188763141632,0.6744810938835144,0
aab51ac1-4074-40ba-a683-1a74c51aff54,29620748,794282,chordata,testudinidae,chordata_testudinidae/29620748_794282_eol-full-size-copy.jpg,183,1,.jpg,0.6224682927131653,0.37753167748451233,1
e00d7ca7-df0e-488f-baa7-d4313ec8bbfc,20703734,1049138,chordata,ciconiidae,chordata_ciconiidae/20703734_1049138_eol-full-size-copy.jpg,48,1,.jpg,0.7631363868713379,0.23686359822750092,1
f3c61b3f-257a-41c4-b8d4-4b8495d68f80,28408283,1065346,arthropoda,apidae,arthropoda_apidae/28408283_1065346_eol-full-size-copy.jpg,13,0,.jpg,0.7899317741394043,0.2100682109594345,1
422de7fd-da78-4bcd-90f7-de6e5812ed36,21378160,45513537,chordata,thraupidae,chordata_thraupidae/21378160_45513537_eol-full-size-copy.jpg,186,1,.jpg,0.7004696130752563,0.29953041672706604,1
94398597-51ba-4951-8df6-88a74eae003d,24578997,46580724,chordata,lutjanidae,chordata_lutjanidae/24578997_46580724_eol-full-size-copy.jpg,110,1,.jpg,0.3614477217197418,0.6385523080825806,0
c0d4d9fa-d940-48f3-b1dc-4b7f91baf9b9,21375088,118008,chordata,leporidae,chordata_leporidae/21375088_118008_eol-full-size-copy.jpg,107,1,.jpg,0.6087512373924255,0.39124876260757446,1
d0a64c65-ae08-4bec-af5d-71c4eb414067,20724850,331378,chordata,bufonidae,chordata_bufonidae/20724850_331378_eol-full-size-copy.jpg,26,1,.jpg,0.8697843551635742,0.1302156299352646,1
b1a9127e-d92d-436a-aa74-873d5ba43b9f,14164358,308403,chordata,cervidae,chordata_cervidae/14164358_308403_eol-full-size-copy.jpg,39,1,.jpg,0.7918359041213989,0.20816417038440704,1
423cbb60-9e1d-4361-a47d-d64f87fa7968,28307546,45276518,cnidaria,agariciidae,cnidaria_agariciidae/28307546_45276518_eol-full-size-copy.jpg,4,2,.jpg,0.4502399265766144,0.5497600436210632,0
a4fab046-b60a-487b-9f45-962e1befd33f,29014312,323908,chordata,callitrichidae,chordata_callitrichidae/29014312_323908_eol-full-size-copy.jpg,29,1,.jpg,0.9137769937515259,0.0862230435013771,1
f5dd840c-4d8f-4571-811e-df374777cbb0,22765683,791137,chordata,gekkonidae,chordata_gekkonidae/22765683_791137_eol-full-size-copy.jpg,83,1,.jpg,0.7208325266838074,0.27916744351387024,1
b954d28d-9605-4117-970c-c76a4071b297,28678938,453292,chordata,dactyloidae,chordata_dactyloidae/28678938_453292_eol-full-size-copy.jpg,60,1,.jpg,0.8072713613510132,0.19272862374782562,1
549f66b0-aec8-463b-b791-0b8e467bf8ff,20589358,1286909,chordata,chamaeleonidae,chordata_chamaeleonidae/20589358_1286909_eol-full-size-copy.jpg,42,1,.jpg,0.7535711526870728,0.24642883241176605,1
f3155e4e-6ec3-4b16-b6ed-d197b21f7129,14107114,2984563,echinodermata,stichopodidae,echinodermata_stichopodidae/14107114_2984563_eol-full-size-copy.jpg,179,3,.jpg,0.7979488372802734,0.2020511031150818,1
6587a174-4ef2-4f79-8d86-04ed6a3ae58e,20312752,323914,chordata,atelidae,chordata_atelidae/20312752_323914_eol-full-size-copy.jpg,16,1,.jpg,0.9083835482597351,0.0916164442896843,1
b14cb124-4821-419e-9dc5-16cdcf3fe154,28208584,4453214,chordata,atelidae,chordata_atelidae/28208584_4453214_eol-full-size-copy.jpg,16,1,.jpg,0.9003548622131348,0.09964513033628464,1
2b884c49-f973-45c7-acf6-2fabc1f248b2,28854898,45516469,chordata,alcedinidae,chordata_alcedinidae/28854898_45516469_eol-full-size-copy.jpg,6,1,.jpg,0.899751603603363,0.10024841129779816,1
3608ee70-b145-41c3-8de0-829d16dc49cc,29404602,1198625,arthropoda,pisauridae,arthropoda_pisauridae/29404602_1198625_eol-full-size-copy.jpg,139,0,.jpg,0.9088316559791565,0.0911683663725853,1
62ada090-2150-4409-b963-e843e4f3f097,22753138,1048330,chordata,rhacophoridae,chordata_rhacophoridae/22753138_1048330_eol-full-size-copy.jpg,160,1,.jpg,0.8803405165672302,0.11965946853160858,1
517012c9-92f3-41e0-8046-be4996c33de1,29902248,1065065,chordata,bucerotidae,chordata_bucerotidae/29902248_1065065_eol-full-size-copy.jpg,25,1,.jpg,0.6604722738265991,0.3395276963710785,1
b398164f-f266-434e-ab4d-9662145e596d,8761352,791461,chordata,tropiduridae,chordata_tropiduridae/8761352_791461_eol-full-size-copy.jpg,191,1,.jpg,0.932640016078949,0.06736000627279282,1
1e19ef2e-df83-4915-aae1-786c023fbd3a,12311772,46580005,chordata,sparidae,chordata_sparidae/12311772_46580005_eol-full-size-copy.jpg,174,1,.jpg,0.7027819156646729,0.29721811413764954,1
d00068eb-5cd8-4b00-a676-955202a59098,8777098,331513,chordata,salamandridae,chordata_salamandridae/8777098_331513_eol-full-size-copy.jpg,163,1,.jpg,0.6433577537536621,0.3566422462463379,1
1378a61f-050d-44f7-a9de-ec8e56775b65,28493302,995017,chordata,rhinodermatidae,chordata_rhinodermatidae/28493302_995017_eol-full-size-copy.jpg,161,1,.jpg,0.759412944316864,0.240587055683136,1
6803b8ee-0a9e-4b7b-9409-365cd03f85c5,20154088,46559748,chordata,cetorhinidae,chordata_cetorhinidae/20154088_46559748_eol-full-size-copy.jpg,40,1,.jpg,0.6731014251708984,0.3268985450267792,1
7c891966-c899-410e-af0a-577af3894bad,21360915,45512248,chordata,trochilidae,chordata_trochilidae/21360915_45512248_eol-full-size-copy.jpg,189,1,.jpg,0.8530251979827881,0.1469748318195343,1
155c3973-c288-4367-9de0-ffbc5a792dac,28674267,795876,chordata,dactyloidae,chordata_dactyloidae/28674267_795876_eol-full-size-copy.jpg,60,1,.jpg,0.8796190023422241,0.12038103491067886,1
8ab2fa34-15b0-45e6-aa0c-5c676f69703d,20817763,790997,chordata,podocnemididae,chordata_podocnemididae/20817763_790997_eol-full-size-copy.jpg,145,1,.jpg,0.4848264753818512,0.5151735544204712,0
e2d770e2-8b2b-4f5e-a3a1-5e5e00decfcd,14020652,45512039,chordata,cracidae,chordata_cracidae/14020652_45512039_eol-full-size-copy.jpg,53,1,.jpg,0.8150473833084106,0.18495261669158936,1
305cf48e-b021-4a16-91ed-dd9a285674ef,30215984,46559744,chordata,alopiidae,chordata_alopiidae/30215984_46559744_eol-full-size-copy.jpg,8,1,.jpg,0.2128785103559494,0.7871214747428894,0
b7afebe0-ef09-484a-940a-45f61049d7e9,14126028,46559421,chordata,balaenidae,chordata_balaenidae/14126028_46559421_eol-full-size-copy.jpg,19,1,.jpg,0.6650524735450745,0.33494752645492554,1
4c93014d-2c4c-40ef-9254-710930a8403c,20925378,4890709,mollusca,zonitidae,mollusca_zonitidae/20925378_4890709_eol-full-size-copy.jpg,201,4,.jpg,0.6656572222709656,0.3343427777290344,1
a94193b3-bf00-4aed-a09d-d9579e941c9a,22472542,45276583,cnidaria,fungiidae,cnidaria_fungiidae/22472542_45276583_eol-full-size-copy.jpg,81,2,.jpg,0.623065173625946,0.37693485617637634,1
985a1611-29a1-4e71-8499-079cf73c7880,21181841,46394217,chordata,phyllomedusidae,chordata_phyllomedusidae/21181841_46394217_eol-full-size-copy.jpg,137,1,.jpg,0.7495250701904297,0.2504749596118927,1
3d0db312-5c44-4330-9a6b-3d122127f1ab,20244013,46560148,chordata,hexanchidae,chordata_hexanchidae/20244013_46560148_eol-full-size-copy.jpg,94,1,.jpg,0.14745011925697327,0.8525498509407043,0
48584635-9906-4d50-b4ee-45497093f4a6,20092341,45515857,chordata,falconidae,chordata_falconidae/20092341_45515857_eol-full-size-copy.jpg,77,1,.jpg,0.905312180519104,0.09468784183263779,1
db836df5-164e-43d8-b6a2-92175b039762,14130546,332433,chordata,bufonidae,chordata_bufonidae/14130546_332433_eol-full-size-copy.jpg,26,1,.jpg,0.9028052091598511,0.09719473868608475,1
77732db7-500c-4c1d-9117-69298614d678,29428354,45512086,chordata,spheniscidae,chordata_spheniscidae/29428354_45512086_eol-full-size-copy.jpg,175,1,.jpg,0.7966356873512268,0.20336434245109558,1
323e0312-a334-4bc7-9e54-cbeff0bd0857,20803063,791461,chordata,tropiduridae,chordata_tropiduridae/20803063_791461_eol-full-size-copy.jpg,191,1,.jpg,0.7350001335144043,0.2649998068809509,1
b864b92e-cc59-4164-bed7-ecd37268bf5b,20009745,45514697,chordata,muscicapidae,chordata_muscicapidae/20009745_45514697_eol-full-size-copy.jpg,120,1,.jpg,0.640825092792511,0.359174907207489,1
1b8b50e7-903f-4451-a5a4-36752f7673db,29600169,52691998,arthropoda,attelabidae,arthropoda_attelabidae/29600169_52691998_eol-full-size-copy.jpg,17,0,.jpg,0.7660678029060364,0.2339322417974472,1
c5c4be0e-84bc-4dca-bf76-6e2ae8655676,29776093,47048632,chordata,vombatidae,chordata_vombatidae/29776093_47048632_eol-full-size-copy.jpg,200,1,.jpg,0.5885788202285767,0.4114212095737457,1
7b04ac85-8fa6-4a95-9c4d-3ecf7e8c1959,28618566,889096,arthropoda,formicidae,arthropoda_formicidae/28618566_889096_eol-full-size-copy.jpg,79,0,.jpg,0.8787538409233093,0.1212461069226265,1
899aa6e7-55f2-4603-b411-f7b62250740b,20927228,45510209,chordata,turdidae,chordata_turdidae/20927228_45510209_eol-full-size-copy.jpg,192,1,.jpg,0.601711094379425,0.3982889652252197,1
a5e79375-d2c9-4316-88f5-c0efd383aead,28417396,326451,chordata,hylobatidae,chordata_hylobatidae/28417396_326451_eol-full-size-copy.jpg,97,1,.jpg,0.8816861510276794,0.11831384897232056,1
42d2f7d6-82ae-4803-a9c5-fc905fbf7761,28475835,1057157,chordata,dactyloidae,chordata_dactyloidae/28475835_1057157_eol-full-size-copy.jpg,60,1,.jpg,0.8130648732185364,0.1869351863861084,1
42cf89be-e57d-4e55-97b1-e5d38b97730b,22167313,51263525,chordata,dasyatidae,chordata_dasyatidae/22167313_51263525_eol-full-size-copy.jpg,62,1,.jpg,0.4975166618824005,0.5024833679199219,0
2e1be962-9e3a-47f3-8b87-b61516289d38,8830795,332456,chordata,ranidae,chordata_ranidae/8830795_332456_eol-full-size-copy.jpg,158,1,.jpg,0.6370625495910645,0.36293748021125793,1
e3815a9a-a568-448a-8820-f0ce76f21a1d,28678937,453292,chordata,dactyloidae,chordata_dactyloidae/28678937_453292_eol-full-size-copy.jpg,60,1,.jpg,0.6871270537376404,0.31287291646003723,1
53dbbb6a-77fc-45d1-b146-cde60d766315,20582280,46561018,chordata,myliobatidae,chordata_myliobatidae/20582280_46561018_eol-full-size-copy.jpg,122,1,.jpg,0.5256113409996033,0.47438859939575195,1
771e7581-8fbf-49c3-8ef0-7057f6210e95,21435413,1057163,chordata,dactyloidae,chordata_dactyloidae/21435413_1057163_eol-full-size-copy.jpg,60,1,.jpg,0.7883843183517456,0.2116156369447708,1
ef590899-b63a-4554-9c7b-30f54cf04faf,8847086,45511296,chordata,procellariidae,chordata_procellariidae/8847086_45511296_eol-full-size-copy.jpg,150,1,.jpg,0.7651552557945251,0.23484471440315247,1
6634058c-bbd4-4155-b174-1f13d719d639,12835843,46454284,mollusca,conidae,mollusca_conidae/12835843_46454284_eol-full-size-copy.jpg,52,4,.jpg,0.7848097085952759,0.21519027650356293,1
5da97a68-e53a-4b2a-a583-93a99bd5df4c,28288241,323904,chordata,callitrichidae,chordata_callitrichidae/28288241_323904_eol-full-size-copy.jpg,29,1,.jpg,0.9018258452415466,0.09817419201135635,1
0d74538d-643b-4dd2-bb5d-ed2d50de74c7,14085637,45512036,chordata,cracidae,chordata_cracidae/14085637_45512036_eol-full-size-copy.jpg,53,1,.jpg,0.7030443549156189,0.2969556152820587,1
07c0d8ec-8a05-4a82-8a14-f8144eabbd9b,28656796,403723,arthropoda,formicidae,arthropoda_formicidae/28656796_403723_eol-full-size-copy.jpg,79,0,.jpg,0.419541597366333,0.580458402633667,0
1851537c-d316-4cd9-aaa1-8560afdfcbee,12800657,4792502,mollusca,haliotidae,mollusca_haliotidae/12800657_4792502_eol-full-size-copy.jpg,91,4,.jpg,0.6178252100944519,0.3821747601032257,1
efd70002-0712-4c33-b741-d1f00bb4ca29,22252287,1055872,chordata,alligatoridae,chordata_alligatoridae/22252287_1055872_eol-full-size-copy.jpg,7,1,.jpg,0.35431304574012756,0.64568692445755,0
77785b5c-de12-436a-9b5c-7c08acb73bc1,29652515,570181,chordata,pangasiidae,chordata_pangasiidae/29652515_570181_eol-full-size-copy.jpg,129,1,.jpg,0.8699650764465332,0.1300349235534668,1
b45830ce-7ed2-4d63-9441-409b6b9522d8,2744856,449459,mollusca,unionidae,mollusca_unionidae/2744856_449459_eol-full-size-copy.jpg,193,4,.jpg,0.6976129412651062,0.3023870885372162,1
9c43231d-d711-48a3-8c4c-0703475d29fe,28478415,46560177,chordata,dalatiidae,chordata_dalatiidae/28478415_46560177_eol-full-size-copy.jpg,61,1,.jpg,0.7679727673530579,0.23202726244926453,1
41686496-1109-4f4d-aefa-39228abae247,22240805,45517756,chordata,ardeidae,chordata_ardeidae/22240805_45517756_eol-full-size-copy.jpg,14,1,.jpg,0.5882429480552673,0.41175705194473267,1
74778193-b946-4238-b32c-82761faafc76,22565884,45512273,chordata,trochilidae,chordata_trochilidae/22565884_45512273_eol-full-size-copy.jpg,189,1,.jpg,0.6077340841293335,0.3922658860683441,1
8aac34c6-0dcb-4cd1-85c6-33c073fe315a,29887427,1048944,chordata,accipitridae,chordata_accipitridae/29887427_1048944_eol-full-size-copy.jpg,0,1,.jpg,0.8099081516265869,0.19009189307689667,1
02eb1206-57cb-450a-ad89-c10d2ebcf434,21629971,46559745,chordata,alopiidae,chordata_alopiidae/21629971_46559745_eol-full-size-copy.jpg,8,1,.jpg,0.5706425905227661,0.4293573796749115,1
ffc9f68d-0894-4264-85bf-031f85ab169f,28343272,45276323,cnidaria,acroporidae,cnidaria_acroporidae/28343272_45276323_eol-full-size-copy.jpg,2,2,.jpg,0.49743321537971497,0.5025668144226074,0
620c30b8-12b1-4255-b25c-3a26e25481a2,30112810,45517661,chordata,motacillidae,chordata_motacillidae/30112810_45517661_eol-full-size-copy.jpg,119,1,.jpg,0.8034522533416748,0.1965477466583252,1
c3cf5cb8-8ed9-44dd-ba5c-3c94679d5039,27902682,2865857,arthropoda,lucanidae,arthropoda_lucanidae/27902682_2865857_eol-full-size-copy.jpg,109,0,.jpg,0.5461553335189819,0.45384472608566284,1
3c0cbbd1-80fc-415d-ae74-f00192860e04,21766573,45518003,chordata,psittaculidae,chordata_psittaculidae/21766573_45518003_eol-full-size-copy.jpg,153,1,.jpg,0.525839626789093,0.4741603434085846,1
0692227c-5b0e-4100-b192-f3c397310a23,21543542,46578271,chordata,chaetodontidae,chordata_chaetodontidae/21543542_46578271_eol-full-size-copy.jpg,41,1,.jpg,0.6302143335342407,0.36978569626808167,1
c1ed04e0-6bbe-4470-a6d4-a71e4f9ffddc,29761248,1055460,chordata,pythonidae,chordata_pythonidae/29761248_1055460_eol-full-size-copy.jpg,154,1,.jpg,0.6937246918678284,0.306275337934494,1
aa297d3a-393d-45ac-bc20-6e336f333503,20154108,46559748,chordata,cetorhinidae,chordata_cetorhinidae/20154108_46559748_eol-full-size-copy.jpg,40,1,.jpg,0.7162763476371765,0.2837236523628235,1
e943d0ad-971a-4641-bd42-210cf517fea5,20757085,914531,chordata,accipitridae,chordata_accipitridae/20757085_914531_eol-full-size-copy.jpg,0,1,.jpg,0.6572063565254211,0.34279367327690125,1
2077420b-76e3-4252-897d-4c65232b08ee,21639308,1055460,chordata,pythonidae,chordata_pythonidae/21639308_1055460_eol-full-size-copy.jpg,154,1,.jpg,0.8511126637458801,0.14888730645179749,1
15589eef-9274-4654-83e0-337da3ff8d8e,28362295,45276639,cnidaria,meandrinidae,cnidaria_meandrinidae/28362295_45276639_eol-full-size-copy.jpg,113,2,.jpg,0.4590727984905243,0.5409271717071533,0
3c050a53-f439-467e-81f8-4110d0e561da,28743049,45511260,chordata,cacatuidae,chordata_cacatuidae/28743049_45511260_eol-full-size-copy.jpg,28,1,.jpg,0.9564161896705627,0.043583840131759644,1
2dd8ca67-7ce1-44d8-b420-b4cf36f88049,22147241,45276300,cnidaria,acroporidae,cnidaria_acroporidae/22147241_45276300_eol-full-size-copy.jpg,2,2,.jpg,0.6579837203025818,0.342016339302063,1
ae0e1c9f-215c-44c5-919b-d069d6d8e3ed,24581507,46560977,chordata,gymnuridae,chordata_gymnuridae/24581507_46560977_eol-full-size-copy.jpg,90,1,.jpg,0.9561887979507446,0.04381123557686806,1
d3e04403-032c-450b-9adf-ce034d79f6c1,20854050,792821,chordata,lacertidae,chordata_lacertidae/20854050_792821_eol-full-size-copy.jpg,102,1,.jpg,0.6322987675666809,0.3677012324333191,1
17bece7c-1046-4f73-bbac-9c5110eac81c,30049014,795277,chordata,crocodylidae,chordata_crocodylidae/30049014_795277_eol-full-size-copy.jpg,55,1,.jpg,0.715650737285614,0.2843492925167084,1
19411235-5b48-4507-8895-53f99f34aae1,22270121,45511267,chordata,diomedeidae,chordata_diomedeidae/22270121_45511267_eol-full-size-copy.jpg,69,1,.jpg,0.7483788728713989,0.2516211271286011,1
86206a7b-1388-4c40-9851-64123edb827a,29715481,46560151,chordata,hexanchidae,chordata_hexanchidae/29715481_46560151_eol-full-size-copy.jpg,94,1,.jpg,0.7085151672363281,0.2914848327636719,1
77138c1f-a9d7-4aba-89d9-d3f236e22ef2,21801341,4357897,chordata,salamandridae,chordata_salamandridae/21801341_4357897_eol-full-size-copy.jpg,163,1,.jpg,0.5898017287254333,0.41019827127456665,1
0c77a4ee-3dc8-4ead-9166-13340864d69d,28253623,1065348,arthropoda,apidae,arthropoda_apidae/28253623_1065348_eol-full-size-copy.jpg,13,0,.jpg,0.798579216003418,0.201420858502388,1
e4c78000-3410-49c1-8c44-2116071a25e9,21611333,45276323,cnidaria,acroporidae,cnidaria_acroporidae/21611333_45276323_eol-full-size-copy.jpg,2,2,.jpg,0.34172749519348145,0.6582725048065186,0
a5f4465c-35d6-4348-b2b5-85571b310611,12853732,449393,mollusca,unionidae,mollusca_unionidae/12853732_449393_eol-full-size-copy.jpg,193,4,.jpg,0.6371657252311707,0.36283427476882935,1
5134e724-0d0e-4526-b43f-a4b32072756e,29193258,1047771,chordata,mimidae,chordata_mimidae/29193258_1047771_eol-full-size-copy.jpg,118,1,.jpg,0.6623789668083191,0.3376210033893585,1
d8a88065-8155-44d1-9de8-4fcaba115da1,29500884,45512036,chordata,cracidae,chordata_cracidae/29500884_45512036_eol-full-size-copy.jpg,53,1,.jpg,0.7274077534675598,0.2725922465324402,1
8fea1037-345e-4302-ba08-4f581fcde14e,29972878,1056842,chordata,emydidae,chordata_emydidae/29972878_1056842_eol-full-size-copy.jpg,73,1,.jpg,0.6810368895530701,0.31896308064460754,1
